,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
1943,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 2453, 47]","[0, 52, 92]","[0, 52, 92]","[0, 1427, 97]","[1, 52, 97]","[1, 116, 97]","[1, 144, 98]","[1, 331, 98]","[1, 1304, 98]","[0, 564, 142]","[0, 52, 143]","[0, 83, 143]","[1, 83, 149]","[0, 302, 154]","[0, 155, 156]","[0, 327, 156]","[0, 83, 156]",1
1944,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 2453, 47]","[0, 52, 92]","[0, 52, 92]","[0, 1427, 96]","[1, 52, 96]","[1, 116, 98]","[1, 144, 98]","[1, 331, 98]","[1, 1304, 98]","[0, 564, 142]","[0, 52, 142]","[0, 83, 142]","[1, 83, 143]","[0, 234, 144]","[0, 327, 144]","[0, 83, 144]","[1, 52, 145]",1
1945,"[1, 60, 0]","[0, 60, 47]","[1, 52, 47]","[1, 2453, 49]","[0, 52, 98]","[0, 52, 98]","[0, 1427, 103]","[1, 52, 103]","[1, 116, 104]","[1, 144, 104]","[1, 331, 105]","[1, 1304, 105]","[0, 564, 150]","[0, 52, 150]","[0, 83, 150]","[1, 83, 150]","[0, 234, 151]","[0, 328, 151]","[0, 83, 151]","[1, 52, 151]",1
1946,"[1, 60, 0]","[0, 60, 46]","[1, 52, 46]","[1, 2453, 47]","[0, 52, 92]","[0, 52, 92]","[0, 1427, 96]","[1, 52, 96]","[1, 116, 97]","[1, 144, 98]","[1, 331, 98]","[1, 1304, 98]","[0, 564, 142]","[0, 83, 142]","[1, 83, 143]","[0, 52, 143]","[0, 234, 144]","[0, 327, 144]","[0, 83, 144]","[1, 52, 144]",1
1947,"[1, 60, 0]","[0, 60, 46]","[1, 52, 46]","[1, 2453, 47]","[0, 52, 92]","[0, 52, 92]","[0, 1427, 96]","[1, 52, 96]","[1, 116, 96]","[1, 144, 97]","[1, 331, 97]","[1, 1304, 97]","[0, 564, 141]","[1, 83, 141]","[0, 52, 142]","[0, 83, 142]","[0, 234, 147]","[0, 328, 147]","[0, 83, 147]","[0, 223, 148]",1
1948,"[1, 60, 0]","[0, 60, 50]","[1, 52, 50]","[1, 2453, 51]","[0, 52, 98]","[0, 52, 98]","[0, 1427, 102]","[1, 52, 102]","[1, 116, 103]","[1, 144, 103]","[1, 331, 103]","[1, 175, 104]","[1, 1181, 104]","[0, 52, 148]","[0, 573, 148]","[1, 83, 148]","[0, 52, 149]","[0, 234, 149]","[0, 328, 149]","[0, 83, 149]",1
1949,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 2453, 46]","[0, 52, 92]","[0, 52, 92]","[0, 1427, 95]","[1, 52, 95]","[1, 116, 96]","[1, 144, 96]","[1, 331, 96]","[1, 175, 126]","[1, 1181, 126]","[0, 564, 141]","[0, 52, 141]","[0, 83, 141]","[1, 83, 142]","[0, 234, 143]","[0, 328, 143]","[0, 83, 143]",1
1950,"[1, 60, 0]","[0, 60, 44]","[1, 52, 44]","[1, 1962, 45]","[0, 52, 90]","[0, 52, 90]","[0, 3882, 96]","[1, 52, 96]","[1, 116, 100]","[1, 144, 100]","[1, 331, 100]","[1, 1304, 101]","[0, 564, 144]","[0, 52, 145]","[0, 83, 145]","[1, 83, 147]","[0, 234, 150]","[0, 328, 150]","[0, 83, 150]","[1, 52, 150]",1
1951,"[1, 60, 0]","[0, 60, 45]","[1, 52, 45]","[1, 2453, 47]","[0, 52, 92]","[0, 52, 92]","[0, 1427, 96]","[1, 52, 96]","[1, 116, 96]","[1, 144, 97]","[1, 331, 97]","[1, 1304, 97]","[0, 564, 141]","[0, 52, 141]","[0, 83, 141]","[0, 234, 144]","[0, 330, 144]","[0, 83, 144]","[0, 222, 147]","[1, 83, 148]",1
1952,"[1, 60, 0]","[0, 60, 46]","[1, 52, 46]","[1, 2453, 47]","[0, 52, 92]","[0, 52, 92]","[0, 1427, 95]","[1, 52, 95]","[1, 116, 96]","[1, 144, 97]","[1, 331, 97]","[1, 1304, 97]","[0, 564, 141]","[0, 83, 141]","[0, 52, 141]","[0, 234, 143]","[0, 331, 143]","[0, 83, 143]","[1, 83, 144]","[0, 223, 148]",1
1953,"[1, 60, 0]","[0, 60, 46]","[1, 52, 46]","[1, 2453, 47]","[0, 52, 92]","[0, 52, 93]","[0, 1427, 97]","[1, 52, 97]","[1, 116, 100]","[1, 144, 100]","[1, 331, 100]","[1, 1304, 101]","[0, 564, 145]","[0, 83, 145]","[0, 52, 145]","[1, 83, 146]","[0, 234, 147]","[0, 328, 147]","[0, 83, 147]","[1, 52, 147]",1
1954,"[1, 60, 0]","[0, 60, 46]","[1, 52, 46]","[1, 2453, 48]","[0, 52, 93]","[0, 52, 93]","[0, 1427, 98]","[1, 52, 98]","[1, 116, 98]","[1, 144, 99]","[1, 1583, 99]","[0, 52, 143]","[0, 573, 143]","[0, 52, 143]","[1, 83, 144]","[0, 234, 146]","[0, 327, 146]","[0, 83, 146]","[1, 52, 146]","[0, 223, 152]",1
