,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
442,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1851, 59]","[0, 52, 118]","[0, 52, 118]","[0, 1500, 126]","[1, 52, 126]","[0, 1500, 127]","[1, 52, 127]","[0, 1001, 129]","[1, 52, 129]","[1, 116, 140]","[1, 144, 140]","[1, 517, 141]","[0, 52, 199]","[0, 573, 199]","[1, 83, 199]","[0, 224, 206]","[0, 1443, 206]",10
443,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1819, 60]","[0, 52, 117]","[0, 52, 117]","[0, 3898, 131]","[1, 52, 131]","[1, 116, 134]","[1, 144, 134]","[1, 517, 134]","[0, 52, 190]","[0, 573, 191]","[1, 83, 191]","[0, 224, 202]","[0, 1443, 202]","[0, 1047, 202]","[0, 83, 202]","[1, 52, 202]","[1, 172, 209]",10
444,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 2026, 59]","[0, 52, 118]","[0, 1427, 120]","[1, 52, 120]","[1, 116, 122]","[1, 144, 122]","[1, 1477, 123]","[0, 52, 179]","[0, 573, 179]","[0, 52, 179]","[1, 83, 179]","[0, 302, 185]","[0, 185, 187]","[1, 52, 187]","[0, 1443, 188]","[0, 1037, 188]","[0, 93, 188]",10
445,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 2090, 58]","[0, 52, 115]","[0, 1427, 119]","[1, 52, 119]","[1, 116, 121]","[1, 144, 121]","[1, 1473, 122]","[0, 564, 179]","[0, 83, 179]","[0, 52, 179]","[1, 52, 179]","[1, 83, 179]","[0, 224, 193]","[0, 1443, 193]","[0, 1037, 193]","[0, 93, 193]","[0, 83, 193]",10
446,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1819, 59]","[0, 52, 118]","[0, 52, 118]","[0, 3897, 122]","[1, 52, 122]","[1, 116, 124]","[1, 144, 124]","[1, 517, 125]","[0, 564, 184]","[1, 83, 184]","[0, 83, 185]","[0, 224, 195]","[0, 1443, 195]","[0, 1047, 195]","[0, 83, 195]","[1, 52, 195]","[1, 172, 205]",10
447,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 2058, 61]","[0, 52, 127]","[0, 52, 127]","[0, 1427, 135]","[1, 52, 135]","[1, 116, 138]","[1, 144, 138]","[1, 517, 138]","[1, 982, 139]","[0, 564, 194]","[0, 83, 194]","[1, 52, 194]","[1, 83, 195]","[0, 52, 198]","[0, 302, 201]","[0, 185, 203]","[1, 52, 203]",10
448,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1851, 61]","[0, 52, 119]","[0, 1500, 124]","[1, 52, 124]","[0, 2449, 125]","[1, 52, 125]","[1, 116, 126]","[1, 144, 126]","[1, 517, 127]","[0, 564, 186]","[1, 83, 186]","[0, 83, 187]","[0, 224, 202]","[0, 1443, 202]","[0, 1047, 202]","[0, 83, 202]","[1, 52, 202]",10
449,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 2058, 59]","[0, 52, 120]","[0, 52, 120]","[0, 1427, 122]","[1, 52, 122]","[1, 116, 124]","[1, 144, 124]","[1, 1477, 125]","[0, 83, 183]","[0, 564, 183]","[1, 64, 183]","[1, 52, 183]","[0, 52, 183]","[1, 83, 183]","[0, 302, 191]","[0, 185, 192]","[1, 52, 192]",10
450,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 1851, 65]","[0, 52, 130]","[0, 3896, 130]","[1, 52, 130]","[1, 116, 133]","[1, 144, 133]","[1, 517, 133]","[0, 564, 189]","[1, 83, 190]","[0, 83, 190]","[0, 224, 198]","[1, 52, 198]","[0, 1443, 199]","[0, 1048, 199]","[0, 83, 199]","[1, 52, 199]","[1, 172, 209]",10
451,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 2090, 60]","[0, 52, 128]","[0, 1427, 131]","[1, 52, 131]","[1, 116, 133]","[1, 144, 133]","[1, 1461, 133]","[0, 564, 191]","[0, 83, 191]","[0, 52, 191]","[1, 52, 191]","[1, 83, 191]","[0, 302, 198]","[0, 185, 198]","[1, 52, 199]","[0, 1443, 199]","[0, 1047, 199]",10
452,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 2090, 59]","[0, 52, 125]","[0, 52, 125]","[0, 1427, 125]","[1, 52, 125]","[1, 116, 128]","[1, 144, 128]","[1, 517, 129]","[1, 1008, 129]","[0, 564, 187]","[0, 83, 187]","[0, 52, 187]","[1, 52, 187]","[1, 83, 187]","[0, 302, 195]","[0, 185, 197]","[0, 1443, 197]",10
453,"[1, 60, 0]","[0, 60, 77]","[1, 52, 77]","[1, 1819, 78]","[0, 52, 151]","[0, 52, 151]","[0, 3897, 151]","[1, 52, 151]","[1, 116, 154]","[1, 144, 154]","[1, 517, 155]","[0, 564, 246]","[0, 83, 246]","[0, 224, 246]","[0, 1443, 246]","[0, 1110, 246]","[1, 52, 249]","[1, 83, 250]","[1, 172, 258]","[1, 165, 289]",10
454,"[1, 60, 0]","[0, 60, 61]","[1, 52, 61]","[1, 1851, 62]","[0, 52, 128]","[0, 3897, 128]","[1, 52, 128]","[1, 116, 137]","[1, 144, 138]","[1, 517, 138]","[0, 564, 193]","[1, 83, 194]","[0, 83, 195]","[0, 224, 215]","[0, 1443, 215]","[0, 1078, 215]","[1, 52, 215]","[1, 172, 223]","[1, 165, 252]","[1, 177, 252]",10
455,"[1, 60, 0]","[0, 60, 58]","[1, 52, 59]","[1, 2058, 59]","[0, 52, 119]","[0, 52, 119]","[0, 1427, 122]","[1, 52, 122]","[1, 116, 123]","[1, 144, 123]","[1, 1475, 124]","[0, 52, 183]","[0, 564, 183]","[0, 83, 183]","[1, 52, 183]","[1, 83, 184]","[0, 302, 191]","[0, 185, 194]","[1, 52, 194]","[0, 1443, 195]",10
456,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 2122, 58]","[0, 52, 119]","[0, 52, 119]","[0, 1427, 124]","[1, 52, 124]","[1, 116, 126]","[1, 144, 126]","[1, 1474, 126]","[0, 564, 194]","[0, 83, 194]","[0, 52, 194]","[1, 52, 194]","[1, 83, 194]","[0, 224, 198]","[0, 1443, 198]","[0, 1036, 198]","[0, 93, 198]",10
457,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1787, 57]","[0, 52, 115]","[0, 3898, 119]","[1, 52, 119]","[1, 116, 133]","[1, 144, 133]","[1, 517, 136]","[0, 573, 194]","[1, 83, 194]","[0, 52, 195]","[1, 52, 195]","[0, 224, 201]","[0, 1443, 202]","[1, 52, 202]","[0, 1038, 203]","[0, 93, 203]","[0, 83, 203]",10
458,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1787, 58]","[0, 52, 118]","[0, 3896, 120]","[1, 52, 120]","[1, 116, 122]","[1, 144, 122]","[1, 517, 123]","[0, 564, 186]","[0, 83, 186]","[0, 52, 186]","[1, 52, 186]","[1, 83, 186]","[0, 224, 192]","[0, 1443, 192]","[0, 1078, 192]","[0, 83, 192]","[1, 52, 192]",10
459,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 2058, 58]","[0, 52, 117]","[0, 52, 117]","[0, 1427, 121]","[1, 52, 121]","[1, 116, 122]","[1, 144, 122]","[1, 1475, 123]","[0, 564, 180]","[1, 83, 180]","[0, 52, 182]","[0, 83, 182]","[0, 302, 188]","[1, 52, 188]","[0, 185, 189]","[0, 1443, 189]","[0, 1037, 189]",10
460,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 2122, 58]","[0, 52, 117]","[0, 52, 117]","[0, 1427, 121]","[1, 52, 121]","[1, 116, 124]","[1, 144, 124]","[1, 1442, 124]","[0, 52, 182]","[0, 573, 182]","[0, 52, 182]","[1, 83, 182]","[0, 224, 193]","[0, 1443, 193]","[0, 1038, 193]","[0, 93, 193]","[0, 83, 193]",10
461,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 2122, 59]","[0, 52, 120]","[0, 1427, 125]","[1, 52, 125]","[1, 116, 127]","[1, 144, 127]","[1, 1443, 128]","[0, 564, 186]","[0, 83, 186]","[0, 52, 186]","[1, 52, 186]","[1, 83, 186]","[0, 224, 194]","[0, 1443, 194]","[0, 1038, 194]","[0, 93, 194]","[0, 83, 194]",10
462,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1819, 57]","[0, 52, 115]","[0, 52, 115]","[0, 3897, 119]","[1, 52, 119]","[1, 116, 122]","[1, 144, 122]","[1, 517, 123]","[0, 52, 178]","[0, 573, 179]","[1, 83, 179]","[0, 224, 191]","[0, 1443, 191]","[0, 1048, 191]","[0, 83, 191]","[1, 52, 191]","[1, 172, 198]",10
463,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1819, 58]","[0, 52, 117]","[0, 52, 117]","[0, 1500, 122]","[1, 52, 122]","[0, 2448, 123]","[1, 52, 123]","[1, 116, 124]","[1, 144, 124]","[1, 517, 125]","[0, 564, 181]","[1, 83, 181]","[0, 83, 181]","[0, 224, 192]","[1, 52, 192]","[0, 1443, 192]","[0, 1048, 192]",10
464,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 2090, 57]","[0, 52, 115]","[0, 52, 115]","[0, 1427, 117]","[1, 52, 118]","[1, 116, 120]","[1, 144, 120]","[1, 1476, 120]","[0, 52, 176]","[0, 573, 177]","[1, 83, 177]","[0, 52, 177]","[0, 224, 183]","[0, 1443, 184]","[0, 1037, 184]","[0, 93, 184]","[0, 83, 184]",10
465,"[1, 60, 0]","[0, 60, 61]","[1, 52, 62]","[1, 2090, 62]","[0, 52, 121]","[0, 52, 121]","[0, 1427, 124]","[1, 52, 124]","[1, 116, 126]","[1, 144, 126]","[1, 1447, 127]","[0, 564, 185]","[0, 83, 185]","[1, 52, 185]","[0, 52, 185]","[1, 83, 185]","[0, 302, 209]","[0, 185, 216]","[1, 52, 216]","[0, 1443, 218]",10
